zip	type	primary_city	state	latitude	longitude
71747	STANDARD	Huttig	AR	33.04	-92.18
71748	PO BOX	Ivan	AR	33.91	-92.44
71749	STANDARD	Junction City	AR	33.02	-92.72
71750	PO BOX	Lawson	AR	33.23	-92.48
71751	STANDARD	Louann	AR	33.39	-92.79
71752	STANDARD	Mc Neil	AR	33.34	-93.2
71753	STANDARD	Magnolia	AR	33.27	-93.23
71754	PO BOX	Magnolia	AR	33.27	-93.23
71758	STANDARD	Mount Holly	AR	33.31	-92.94
71759	PO BOX	Norphlet	AR	33.31	-92.66
71762	STANDARD	Smackover	AR	33.36	-92.73
71763	STANDARD	Sparkman	AR	33.91	-92.84
71764	STANDARD	Stephens	AR	33.42	-93.06
71765	STANDARD	Strong	AR	33.14	-92.33
71766	STANDARD	Thornton	AR	33.77	-92.48
71768	STANDARD	El Dorado	AR	33.1	-92.49
71770	STANDARD	Waldo	AR	33.35	-93.29
71772	PO BOX	Whelen Springs	AR	33.83	-93.13
71801	STANDARD	Hope	AR	33.66	-93.59
71802	PO BOX	Hope	AR	33.66	-93.59
71820	PO BOX	Alleene	AR	33.8	-94.27
71822	STANDARD	Ashdown	AR	33.67	-94.12
71823	PO BOX	Ben Lomond	AR	33.83	-94.12
71825	STANDARD	Blevins	AR	33.87	-93.57
71826	STANDARD	Bradley	AR	33.09	-93.65
71827	STANDARD	Buckner	AR	33.35	-93.43
71828	PO BOX	Cale	AR	33.62	-93.23
71831	STANDARD	Columbus	AR	33.75	-93.82
71832	STANDARD	De Queen	AR	34.04	-94.34
71833	STANDARD	Dierks	AR	34.12	-94.01
71834	STANDARD	Doddridge	AR	33.11	-93.95
71835	STANDARD	Emmet	AR	33.72	-93.46
71836	STANDARD	Foreman	AR	33.71	-94.39
71837	STANDARD	Fouke	AR	33.26	-93.88
71838	STANDARD	Fulton	AR	33.61	-93.81
71839	STANDARD	Garland City	AR	33.31	-93.75
71840	PO BOX	Genoa	AR	33.38	-93.91
71841	STANDARD	Gillham	AR	34.16	-94.31
71842	STANDARD	Horatio	AR	33.93	-94.35
71844	PO BOX	Laneburg	AR	33.68	-93.34
71845	STANDARD	Lewisville	AR	33.36	-93.57
71846	STANDARD	Lockesburg	AR	33.97	-94.17
71847	STANDARD	Mc Caskill	AR	33.91	-93.64
71851	STANDARD	Mineral Springs	AR	33.87	-93.92
71852	STANDARD	Nashville	AR	33.94	-93.85
71853	STANDARD	Ogden	AR	33.58	-94.04
71854	STANDARD	Texarkana	AR	33.45	-94.01
71855	STANDARD	Ozan	AR	33.84	-93.71
71857	STANDARD	Prescott	AR	33.8	-93.38
71858	STANDARD	Rosston	AR	33.58	-93.27
71859	STANDARD	Saratoga	AR	33.77	-93.88
71860	STANDARD	Stamps	AR	33.35	-93.49
71861	STANDARD	Taylor	AR	33.1	-93.46
71862	STANDARD	Washington	AR	33.77	-93.68
71864	PO BOX	Willisville	AR	33.51	-93.29
71865	PO BOX	Wilton	AR	33.74	-94.15
71866	STANDARD	Winthrop	AR	33.83	-94.35
71901	STANDARD	Hot Springs National Park	AR	34.5	-93.05
71902	PO BOX	Hot Springs National Park	AR	34.5	-93.05
71903	PO BOX	Hot Springs National Park	AR	34.5	-93.05
71909	STANDARD	Hot Springs Village	AR	34.66	-93
71910	PO BOX	Hot Springs Village	AR	34.66	-93
71913	STANDARD	Hot Springs National Park	AR	34.45	-93.1
71914	PO BOX	Hot Springs National Park	AR	34.5	-93.05
71920	STANDARD	Alpine	AR	34.24	-93.36
71921	STANDARD	Amity	AR	34.26	-93.46
71922	PO BOX	Antoine	AR	34.03	-93.42
71923	STANDARD	Arkadelphia	AR	34.12	-93.07
71929	STANDARD	Bismarck	AR	34.33	-93.19
71932	PO BOX	Board Camp	AR	34.54	-94.1
71933	STANDARD	Bonnerdale	AR	34.44	-93.34
71935	STANDARD	Caddo Gap	AR	34.41	-93.64
71937	STANDARD	Cove	AR	34.43	-94.4
71940	STANDARD	Delight	AR	34.02	-93.5
71941	STANDARD	Donaldson	AR	34.2	-92.93
71942	PO BOX	Friendship	AR	34.22	-93
71943	STANDARD	Glenwood	AR	34.33	-93.54
71944	STANDARD	Grannis	AR	34.24	-94.32
71945	STANDARD	Hatfield	AR	34.48	-94.37
71949	STANDARD	Jessieville	AR	34.7	-93.21
71950	STANDARD	Kirby	AR	34.26	-93.72
71951	STANDARD	Hot Springs National Park	AR	34.5	-93.05
71952	STANDARD	Langley	AR	34.3	-93.84
71953	STANDARD	Mena	AR	34.58	-94.23
71956	STANDARD	Mountain Pine	AR	34.57	-93.17
71957	STANDARD	Mount Ida	AR	34.55	-93.63
71958	STANDARD	Murfreesboro	AR	34.06	-93.69
71959	STANDARD	Newhope	AR	34.24	-93.93
71960	STANDARD	Norman	AR	34.45	-93.67
71961	STANDARD	Oden	AR	34.62	-93.78
71962	STANDARD	Okolona	AR	34	-93.33
71964	STANDARD	Pearcy	AR	34.43	-93.3
71965	STANDARD	Pencil Bluff	AR	34.65	-93.74
71966	PO BOX	Oden	AR	34.62	-93.78
71968	STANDARD	Royal	AR	34.52	-93.32
71969	STANDARD	Sims	AR	34.66	-93.66
71970	STANDARD	Story	AR	34.67	-93.49
71971	STANDARD	Umpire	AR	34.28	-94.11
71972	STANDARD	Vandervoort	AR	34.38	-94.28
71973	STANDARD	Wickes	AR	34.29	-94.33
71998	UNIQUE	Arkadelphia	AR	34.13	-93.06
71999	UNIQUE	Arkadelphia	AR	34.13	-93.06
72001	STANDARD	Adona	AR	35.04	-92.89
72002	STANDARD	Alexander	AR	34.63	-92.44
72003	STANDARD	Almyra	AR	34.4	-91.41
72004	STANDARD	Altheimer	AR	34.31	-91.84
72005	STANDARD	Amagon	AR	35.56	-91.11
72006	STANDARD	Augusta	AR	35.28	-91.36
72007	STANDARD	Austin	AR	34.99	-91.98
72010	STANDARD	Bald Knob	AR	35.3	-91.57
72011	STANDARD	Bauxite	AR	34.55	-92.52
72012	STANDARD	Beebe	AR	35.07	-91.89
72013	STANDARD	Bee Branch	AR	35.42	-92.41
72014	PO BOX	Beedeville	AR	35.43	-91.11
72015	STANDARD	Benton	AR	34.56	-92.57
72016	STANDARD	Bigelow	AR	34.99	-92.63
72017	STANDARD	Biscoe	AR	34.9	-91.42
72018	PO BOX	Benton	AR	34.56	-92.57
72019	STANDARD	Benton	AR	34.61	-92.65
72020	STANDARD	Bradford	AR	35.42	-91.45
72021	STANDARD	Brinkley	AR	34.88	-91.18
72022	STANDARD	Bryant	AR	34.61	-92.49
72023	STANDARD	Cabot	AR	34.96	-92.02
72024	STANDARD	Carlisle	AR	34.78	-91.74
72025	STANDARD	Casa	AR	35.02	-93.04
72026	STANDARD	Casscoe	AR	34.5	-91.3
72027	STANDARD	Center Ridge	AR	35.4	-92.56
72028	PO BOX	Choctaw	AR	35.51	-92.42
72029	STANDARD	Clarendon	AR	34.69	-91.3
72030	STANDARD	Cleveland	AR	35.36	-92.7
72031	STANDARD	Clinton	AR	35.58	-92.45
72032	STANDARD	Conway	AR	35.07	-92.36
72033	PO BOX	Conway	AR	35.08	-92.45
72034	STANDARD	Conway	AR	35.05	-92.5
72035	UNIQUE	Conway	AR	35.08	-92.46
72036	STANDARD	Cotton Plant	AR	35	-91.25
72037	PO BOX	Coy	AR	34.54	-91.87
72038	STANDARD	Crocketts Bluff	AR	34.45	-91.24
72039	STANDARD	Damascus	AR	35.36	-92.4
72040	STANDARD	Des Arc	AR	34.97	-91.5
72041	STANDARD	De Valls Bluff	AR	34.78	-91.46
72042	STANDARD	De Witt	AR	34.28	-91.33
72043	PO BOX	Diaz	AR	35.64	-91.25
72044	STANDARD	Edgemont	AR	35.64	-92.19
72045	STANDARD	El Paso	AR	35.13	-92.03
72046	STANDARD	England	AR	34.54	-91.96
72047	STANDARD	Enola	AR	35.2	-92.2
72048	STANDARD	Ethel	AR	34.19	-91.13
72051	STANDARD	Fox	AR	35.76	-92.3
72052	PO BOX	Garner	AR	35.13	-91.78
72053	PO BOX	College Station	AR	34.65	-92.24
72055	STANDARD	Gillett	AR	34.11	-91.37
72057	STANDARD	Grapevine	AR	34.11	-92.3
72058	STANDARD	Greenbrier	AR	35.22	-92.38
72059	PO BOX	Gregory	AR	35.14	-91.32
72060	STANDARD	Griffithville	AR	35.12	-91.64
72061	STANDARD	Guy	AR	35.32	-92.33
72063	STANDARD	Hattieville	AR	35.28	-92.79
72064	STANDARD	Hazen	AR	34.78	-91.57
72065	STANDARD	Hensley	AR	34.53	-92.25
72066	PO BOX	Hickory Plains	AR	34.98	-91.74
72067	STANDARD	Higden	AR	35.56	-92.2
72068	STANDARD	Higginson	AR	35.19	-91.71
72069	STANDARD	Holly Grove	AR	34.59	-91.2
72070	STANDARD	Houston	AR	35.03	-92.69
72072	STANDARD	Humnoke	AR	34.54	-91.75
72073	STANDARD	Humphrey	AR	34.42	-91.7
72074	PO BOX	Hunter	AR	35.05	-91.12
72075	PO BOX	Jacksonport	AR	35.64	-91.3
72076	STANDARD	Jacksonville	AR	34.86	-92.12
72078	PO BOX	Jacksonville	AR	34.86	-92.12
72079	STANDARD	Jefferson	AR	34.39	-92.17
72080	STANDARD	Jerusalem	AR	35.39	-92.8
72081	STANDARD	Judsonia	AR	35.27	-91.64
72082	STANDARD	Kensett	AR	35.23	-91.67
72083	PO BOX	Keo	AR	34.59	-92.01
72084	STANDARD	Leola	AR	34.16	-92.59
72085	PO BOX	Letona	AR	35.36	-91.83
72086	STANDARD	Lonoke	AR	34.78	-91.89
72087	STANDARD	Lonsdale	AR	34.54	-92.81
72088	STANDARD	Fairfield Bay	AR	35.6	-92.26
72089	PO BOX	Bryant	AR	34.61	-92.49
72099	UNIQUE	Little Rock Air Force Base	AR	34.9	-92.14
72101	STANDARD	Mc Crory	AR	35.25	-91.19
72102	STANDARD	Mc Rae	AR	35.11	-91.82
72103	STANDARD	Mabelvale	AR	34.59	-92.38
72104	STANDARD	Malvern	AR	34.37	-92.81
72105	PO BOX	Jones Mill	AR	34.46	-92.84
72106	STANDARD	Mayflower	AR	34.97	-92.41
72107	PO BOX	Menifee	AR	35.14	-92.54
72108	PO BOX	Monroe	AR	34.69	-91.07
72110	STANDARD	Morrilton	AR	35.15	-92.74
72111	STANDARD	Mount Vernon	AR	35.22	-92.13
72112	STANDARD	Newport	AR	35.62	-91.23
72113	STANDARD	Maumelle	AR	34.85	-92.41
72114	STANDARD	North Little Rock	AR	34.76	-92.26
72115	PO BOX	North Little Rock	AR	34.78	-92.25
72116	STANDARD	North Little Rock	AR	34.78	-92.25
72117	STANDARD	North Little Rock	AR	34.78	-92.14
72118	STANDARD	North Little Rock	AR	34.84	-92.33
72119	PO BOX	North Little Rock	AR	34.83	-92.29
72120	STANDARD	Sherwood	AR	34.83	-92.2
72121	STANDARD	Pangburn	AR	35.42	-91.83
72122	STANDARD	Paron	AR	34.8	-92.85
72123	PO BOX	Patterson	AR	35.26	-91.24
72124	PO BOX	North Little Rock	AR	34.78	-92.25
72125	STANDARD	Perry	AR	35.04	-92.79
72126	STANDARD	Perryville	AR	35	-92.8
72127	STANDARD	Plumerville	AR	35.16	-92.64
72128	STANDARD	Poyen	AR	34.32	-92.64
72129	STANDARD	Prattsville	AR	34.31	-92.54
72130	STANDARD	Prim	AR	35.66	-92.06
72131	STANDARD	Quitman	AR	35.38	-92.21
72132	STANDARD	Redfield	AR	34.44	-92.18
72133	PO BOX	Reydell	AR	34.14	-91.53
72134	STANDARD	Roe	AR	34.63	-91.38
72135	STANDARD	Roland	AR	34.89	-92.52
72136	STANDARD	Romance	AR	35.21	-92.06
72137	STANDARD	Rose Bud	AR	35.33	-92.07
72139	PO BOX	Russell	AR	35.36	-91.51
72140	STANDARD	Saint Charles	AR	34.37	-91.13
72141	STANDARD	Scotland	AR	35.52	-92.66
72142	STANDARD	Scott	AR	34.68	-92.12
72143	STANDARD	Searcy	AR	35.24	-91.73
72145	PO BOX	Searcy	AR	35.24	-91.73
72149	UNIQUE	Searcy	AR	35.25	-91.73
72150	STANDARD	Sheridan	AR	34.3	-92.4
72152	STANDARD	Sherrill	AR	34.38	-91.95
72153	STANDARD	Shirley	AR	35.64	-92.31
72156	STANDARD	Solgohachia	AR	35.27	-92.67
72157	STANDARD	Springfield	AR	35.27	-92.53
72158	PO BOX	Benton	AR	34.56	-92.57
72160	STANDARD	Stuttgart	AR	34.49	-91.55
72164	PO BOX	Sweet Home	AR	34.65	-92.24
72165	STANDARD	Thida	AR	35.58	-91.46
72166	STANDARD	Tichnor	AR	34.05	-91.23
72167	STANDARD	Traskwood	AR	34.45	-92.66
72168	STANDARD	Tucker	AR	34.43	-91.89
72169	PO BOX	Tupelo	AR	35.39	-91.22
72170	PO BOX	Ulm	AR	34.59	-91.42
72173	STANDARD	Vilonia	AR	35.08	-92.21
72175	STANDARD	Wabbaseka	AR	34.36	-91.79
72176	STANDARD	Ward	AR	35.01	-91.95
72178	PO BOX	West Point	AR	35.2	-91.61
72179	STANDARD	Wilburn	AR	35.5	-91.86
72180	PO BOX	Woodson	AR	34.54	-92.18
72181	STANDARD	Wooster	AR	35.16	-92.45
72182	PO BOX	Wright	AR	34.44	-92.04
72183	PO BOX	Wrightsville	AR	34.61	-92.21
72189	UNIQUE	Mc Crory	AR	35.25	-91.2
72190	PO BOX	North Little Rock	AR	34.78	-92.25
72198	STANDARD	North Little Rock	AR	34.77	-92.27
72199	UNIQUE	North Little Rock	AR	34.78	-92.25
72201	STANDARD	Little Rock	AR	34.75	-92.28
72202	STANDARD	Little Rock	AR	34.73	-92.23
72203	PO BOX	Little Rock	AR	34.72	-92.35
72204	STANDARD	Little Rock	AR	34.72	-92.35
72205	STANDARD	Little Rock	AR	34.75	-92.35
72206	STANDARD	Little Rock	AR	34.63	-92.23
72207	STANDARD	Little Rock	AR	34.77	-92.35
72209	STANDARD	Little Rock	AR	34.68	-92.35
72210	STANDARD	Little Rock	AR	34.71	-92.51
72211	STANDARD	Little Rock	AR	34.75	-92.42
72212	STANDARD	Little Rock	AR	34.79	-92.42
72214	PO BOX	Little Rock	AR	34.72	-92.35
72215	PO BOX	Little Rock	AR	34.72	-92.35
72216	PO BOX	Little Rock	AR	34.72	-92.35
72217	PO BOX	Little Rock	AR	34.72	-92.35
72219	PO BOX	Little Rock	AR	34.72	-92.35
72221	PO BOX	Little Rock	AR	34.72	-92.35
72222	PO BOX	Little Rock	AR	34.72	-92.35
72223	STANDARD	Little Rock	AR	34.79	-92.51
72225	PO BOX	Little Rock	AR	34.72	-92.35
72227	STANDARD	Little Rock	AR	34.78	-92.37
72231	PO BOX	Little Rock	AR	34.72	-92.35
72255	UNIQUE	Little Rock	AR	34.75	-92.27
72260	PO BOX	Little Rock	AR	34.75	-92.28
72295	PO BOX	Little Rock	AR	34.72	-92.35
72301	STANDARD	West Memphis	AR	35.14	-90.18
72303	PO BOX	West Memphis	AR	35.14	-90.18
72310	PO BOX	Armorel	AR	35.91	-89.74
72311	PO BOX	Aubrey	AR	34.72	-90.89
72312	PO BOX	Barton	AR	34.59	-90.79
72313	PO BOX	Bassett	AR	35.53	-90.13
72315	STANDARD	Blytheville	AR	35.93	-89.92
72316	PO BOX	Blytheville	AR	35.93	-89.92
72319	PO BOX	Gosnell	AR	35.96	-89.97
72320	STANDARD	Brickeys	AR	34.85	-90.58
72321	PO BOX	Burdette	AR	35.82	-89.94
72322	PO BOX	Caldwell	AR	35.07	-90.81
72324	STANDARD	Cherry Valley	AR	35.4	-90.75
72325	PO BOX	Clarkedale	AR	35.32	-90.24
72326	STANDARD	Colt	AR	35.13	-90.81
72327	STANDARD	Crawfordsville	AR	35.22	-90.32
72328	PO BOX	Crumrod	AR	33.99	-91.09
72329	PO BOX	Driver	AR	35.61	-89.99
72330	STANDARD	Dyess	AR	35.58	-90.21
72331	STANDARD	Earle	AR	35.27	-90.46
72332	PO BOX	Edmondson	AR	35.1	-90.31
72333	STANDARD	Elaine	AR	34.3	-90.85
72335	STANDARD	Forrest City	AR	35.01	-90.78
72336	PO BOX	Forrest City	AR	35.01	-90.78
72338	STANDARD	Frenchmans Bayou	AR	35.41	-90.15
72339	PO BOX	Gilmore	AR	35.41	-90.27
72340	PO BOX	Goodwin	AR	34.94	-91.03
72341	PO BOX	Haynes	AR	34.88	-90.79
72342	STANDARD	Helena	AR	34.52	-90.6
72346	STANDARD	Heth	AR	35.06	-90.46
72347	STANDARD	Hickory Ridge	AR	35.4	-90.99
72348	STANDARD	Hughes	AR	34.94	-90.47
72350	STANDARD	Joiner	AR	35.5	-90.14
72351	PO BOX	Keiser	AR	35.67	-90.09
72352	PO BOX	La Grange	AR	34.66	-90.71
72353	PO BOX	Lambrook	AR	34.3	-91.01
72354	STANDARD	Lepanto	AR	35.6	-90.33
72355	STANDARD	Lexa	AR	34.59	-90.75
72358	STANDARD	Luxora	AR	35.75	-89.93
72359	PO BOX	Madison	AR	35.01	-90.73
72360	STANDARD	Marianna	AR	34.77	-90.76
72364	STANDARD	Marion	AR	35.2	-90.2
72365	STANDARD	Marked Tree	AR	35.53	-90.41
72366	STANDARD	Marvell	AR	34.55	-90.91
72367	PO BOX	Mellwood	AR	34.2	-90.94
72368	STANDARD	Moro	AR	34.79	-90.98
72369	PO BOX	Oneida	AR	34.39	-90.86
72370	STANDARD	Osceola	AR	35.7	-89.99
72372	STANDARD	Palestine	AR	34.97	-90.9
72373	STANDARD	Parkin	AR	35.26	-90.55
72374	STANDARD	Poplar Grove	AR	34.57	-90.83
72376	STANDARD	Proctor	AR	35.08	-90.24
72377	PO BOX	Rivervale	AR	35.69	-90.34
72379	PO BOX	Snow Lake	AR	34.05	-91.05
72383	PO BOX	Turner	AR	34.48	-91.02
72384	STANDARD	Turrell	AR	35.37	-90.25
72386	STANDARD	Tyronza	AR	35.49	-90.35
72387	PO BOX	Vanndale	AR	35.31	-90.78
72389	PO BOX	Wabash	AR	34.4	-90.92
72390	STANDARD	West Helena	AR	34.54	-90.64
72391	PO BOX	West Ridge	AR	35.61	-90.24
72392	STANDARD	Wheatley	AR	34.91	-91.1
72394	STANDARD	Widener	AR	35.02	-90.68
72395	STANDARD	Wilson	AR	35.56	-90.04
72396	STANDARD	Wynne	AR	35.23	-90.78
72401	STANDARD	Jonesboro	AR	35.82	-90.68
72402	PO BOX	Jonesboro	AR	35.82	-90.68
72403	PO BOX	Jonesboro	AR	35.82	-90.68
72404	STANDARD	Jonesboro	AR	35.77	-90.78
72410	STANDARD	Alicia	AR	35.89	-91.08
72411	STANDARD	Bay	AR	35.74	-90.55
72412	STANDARD	Beech Grove	AR	36.16	-90.61
72413	STANDARD	Biggers	AR	36.33	-90.8
72414	STANDARD	Black Oak	AR	35.83	-90.36
72415	STANDARD	Black Rock	AR	36.1	-91.1
72416	STANDARD	Bono	AR	35.91	-90.79
72417	STANDARD	Brookland	AR	35.9	-90.58
72419	STANDARD	Caraway	AR	35.75	-90.33
72421	STANDARD	Cash	AR	35.79	-90.93
72422	STANDARD	Corning	AR	36.41	-90.58
72424	PO BOX	Datto	AR	36.39	-90.74
72425	STANDARD	Delaplaine	AR	36.23	-90.72
72426	PO BOX	Dell	AR	35.87	-90.04
72427	PO BOX	Egypt	AR	35.86	-90.95
72428	STANDARD	Etowah	AR	35.74	-90.22
72429	STANDARD	Fisher	AR	35.49	-90.97
72430	STANDARD	Greenway	AR	36.34	-90.22
72431	PO BOX	Grubbs	AR	35.65	-91.07
72432	STANDARD	Harrisburg	AR	35.56	-90.72
72433	STANDARD	Hoxie	AR	36.04	-90.97
72434	STANDARD	Imboden	AR	36.2	-91.17
72435	STANDARD	Knobel	AR	36.31	-90.6
72436	STANDARD	Lafe	AR	36.2	-90.5
72437	STANDARD	Lake City	AR	35.81	-90.44
72438	STANDARD	Leachville	AR	35.92	-90.25
72439	STANDARD	Light	AR	36.07	-90.74
72440	STANDARD	Lynn	AR	36	-91.25
72441	PO BOX	Mc Dougal	AR	36.44	-90.39
72442	STANDARD	Manila	AR	35.88	-90.16
72443	STANDARD	Marmaduke	AR	36.18	-90.38
72444	STANDARD	Maynard	AR	36.42	-90.9
72445	PO BOX	Minturn	AR	35.98	-91.03
72447	STANDARD	Monette	AR	35.89	-90.34
72449	PO BOX	O Kean	AR	36.16	-90.81
72450	STANDARD	Paragould	AR	36.05	-90.51
72451	PO BOX	Paragould	AR	36.05	-90.51
72453	STANDARD	Peach Orchard	AR	36.28	-90.66
72454	STANDARD	Piggott	AR	36.38	-90.2
72455	STANDARD	Pocahontas	AR	36.26	-90.96
72456	STANDARD	Pollard	AR	36.43	-90.26
72457	PO BOX	Portia	AR	36.09	-91.07
72458	STANDARD	Powhatan	AR	36.07	-91.16
72459	STANDARD	Ravenden	AR	36.23	-91.25
72460	STANDARD	Ravenden Springs	AR	36.31	-91.22
72461	STANDARD	Rector	AR	36.26	-90.29
72462	PO BOX	Reyno	AR	36.39	-90.76
72464	PO BOX	Saint Francis	AR	36.46	-90.14
72465	PO BOX	Sedgwick	AR	35.97	-90.86
72466	STANDARD	Smithville	AR	36.08	-91.3
72467	PO BOX	State University	AR	35.84	-90.68
72469	STANDARD	Strawberry	AR	35.96	-91.32
72470	STANDARD	Success	AR	36.45	-90.72
72471	STANDARD	Swifton	AR	35.82	-91.12
72472	STANDARD	Trumann	AR	35.67	-90.51
72473	STANDARD	Tuckerman	AR	35.72	-91.2
72474	PO BOX	Walcott	AR	36.03	-90.66
72475	PO BOX	Waldenburg	AR	35.56	-90.93
72476	STANDARD	Walnut Ridge	AR	36.06	-90.95
72478	STANDARD	Warm Springs	AR	36.45	-91.06
72479	STANDARD	Weiner	AR	35.61	-90.9
72482	STANDARD	Williford	AR	36.25	-91.36
72501	STANDARD	Batesville	AR	35.76	-91.62
72503	PO BOX	Batesville	AR	35.76	-91.62
72512	STANDARD	Horseshoe Bend	AR	36.22	-91.74
72513	STANDARD	Ash Flat	AR	36.22	-91.6
72515	STANDARD	Bexar	AR	36.28	-92.06
72517	STANDARD	Brockwell	AR	36.13	-91.96
72519	STANDARD	Calico Rock	AR	36.12	-92.13
72520	STANDARD	Camp	AR	36.39	-91.72
72521	STANDARD	Cave City	AR	35.94	-91.54
72522	STANDARD	Charlotte	AR	35.81	-91.47
72523	STANDARD	Concord	AR	35.66	-91.84
72524	STANDARD	Cord	AR	35.8	-91.3
72525	PO BOX	Cherokee Village	AR	36.3	-91.53
72526	PO BOX	Cushman	AR	35.88	-91.78
72527	STANDARD	Desha	AR	35.74	-91.68
72528	STANDARD	Dolph	AR	36.23	-92.14
72529	STANDARD	Cherokee Village	AR	36.3	-91.53
72530	STANDARD	Drasco	AR	35.66	-91.93
72531	STANDARD	Elizabeth	AR	36.31	-92.09
72532	STANDARD	Evening Shade	AR	36.07	-91.62
72533	STANDARD	Fifty Six	AR	36.02	-92.22
72534	STANDARD	Floral	AR	35.61	-91.73
72536	STANDARD	Franklin	AR	36.17	-91.77
72537	STANDARD	Gamaliel	AR	36.46	-92.2
72538	STANDARD	Gepp	AR	36.44	-92.09
72539	STANDARD	Glencoe	AR	36.33	-91.71
72540	STANDARD	Guion	AR	35.92	-91.94
72542	STANDARD	Hardy	AR	36.32	-91.48
72543	STANDARD	Heber Springs	AR	35.5	-92.03
72544	STANDARD	Henderson	AR	36.4	-92.19
72545	UNIQUE	Heber Springs	AR	35.5	-92.03
72546	STANDARD	Ida	AR	35.58	-91.94
72550	STANDARD	Locust Grove	AR	35.71	-91.75
72553	PO BOX	Magness	AR	35.7	-91.48
72554	STANDARD	Mammoth Spring	AR	36.49	-91.54
72555	STANDARD	Marcella	AR	35.78	-91.88
72556	STANDARD	Melbourne	AR	36.06	-91.89
72560	STANDARD	Mountain View	AR	35.87	-92.11
72561	STANDARD	Mount Pleasant	AR	35.98	-91.77
72562	STANDARD	Newark	AR	35.7	-91.44
72564	STANDARD	Oil Trough	AR	35.62	-91.46
72565	STANDARD	Oxford	AR	36.2	-91.91
72566	STANDARD	Pineville	AR	36.22	-92.08
72567	STANDARD	Pleasant Grove	AR	35.81	-91.93
72568	STANDARD	Pleasant Plains	AR	35.55	-91.62
72569	STANDARD	Poughkeepsie	AR	36.15	-91.4
72571	STANDARD	Rosie	AR	35.65	-91.53
72572	STANDARD	Saffell	AR	35.9	-91.29
72573	STANDARD	Sage	AR	36.04	-91.82
72575	PO BOX	Salado	AR	35.7	-91.59
72576	STANDARD	Salem	AR	36.37	-91.82
72577	STANDARD	Sidney	AR	36	-91.65
72578	STANDARD	Sturkie	AR	36.45	-91.89
72579	STANDARD	Sulphur Rock	AR	35.75	-91.49
72581	STANDARD	Tumbling Shoals	AR	35.55	-91.95
72583	STANDARD	Viola	AR	36.39	-91.98
72584	STANDARD	Violet Hill	AR	36.16	-91.85
72585	STANDARD	Wideman	AR	36.21	-92
72587	STANDARD	Wiseman	AR	36.23	-91.82
72601	STANDARD	Harrison	AR	36.24	-93.11
72602	PO BOX	Harrison	AR	36.24	-93.11
72611	STANDARD	Alpena	AR	36.29	-93.29
72613	PO BOX	Beaver	AR	36.47	-93.77
72615	PO BOX	Bergman	AR	36.31	-93.01
72616	STANDARD	Berryville	AR	36.37	-93.56
72617	STANDARD	Big Flat	AR	36	-92.4
72619	STANDARD	Bull Shoals	AR	36.37	-92.58
72623	STANDARD	Clarkridge	AR	36.45	-92.34
72624	STANDARD	Compton	AR	36.06	-93.38
72626	STANDARD	Cotter	AR	36.28	-92.52
72628	STANDARD	Deer	AR	35.84	-93.28
72629	STANDARD	Dennard	AR	35.72	-92.58
72630	PO BOX	Diamond City	AR	36.48	-92.9
72631	STANDARD	Eureka Springs	AR	36.46	-93.71
72632	STANDARD	Eureka Springs	AR	36.39	-93.73
72633	STANDARD	Everton	AR	36.15	-92.9
72634	STANDARD	Flippin	AR	36.27	-92.59
72635	STANDARD	Gassville	AR	36.28	-92.49
72636	PO BOX	Gilbert	AR	35.99	-92.72
72638	STANDARD	Green Forest	AR	36.33	-93.42
72639	STANDARD	Harriet	AR	35.98	-92.49
72640	STANDARD	Hasty	AR	36.01	-93.04
72641	STANDARD	Jasper	AR	36	-93.18
72642	STANDARD	Lakeview	AR	36.37	-92.53
72644	STANDARD	Lead Hill	AR	36.41	-92.9
72645	STANDARD	Leslie	AR	35.82	-92.55
72648	STANDARD	Marble Falls	AR	36.08	-93.15
72650	STANDARD	Marshall	AR	35.9	-92.63
72651	STANDARD	Midway	AR	36.39	-92.48
72653	STANDARD	Mountain Home	AR	36.33	-92.37
72654	PO BOX	Mountain Home	AR	36.33	-92.37
72655	STANDARD	Mount Judea	AR	35.83	-93.04
72657	STANDARD	Timbo	AR	35.86	-92.3
72658	STANDARD	Norfork	AR	36.2	-92.28
72659	STANDARD	Norfork	AR	36.2	-92.28
72660	STANDARD	Oak Grove	AR	36.48	-93.38
72661	STANDARD	Oakland	AR	36.44	-92.57
72662	STANDARD	Omaha	AR	36.46	-93.19
72663	STANDARD	Onia	AR	35.94	-92.33
72666	STANDARD	Parthenon	AR	35.94	-93.27
72668	STANDARD	Peel	AR	36.41	-92.76
72669	PO BOX	Pindall	AR	36.06	-92.88
72670	STANDARD	Ponca	AR	35.98	-93.39
72672	PO BOX	Pyatt	AR	36.25	-92.84
72675	STANDARD	Saint Joe	AR	35.98	-92.81
72677	PO BOX	Summit	AR	36.25	-92.68
72679	STANDARD	Tilly	AR	35.73	-92.83
72680	STANDARD	Timbo	AR	35.86	-92.3
72682	STANDARD	Valley Springs	AR	36.14	-92.74
72683	STANDARD	Vendor	AR	35.94	-93.1
72685	STANDARD	Western Grove	AR	36.1	-92.95
72686	STANDARD	Witts Springs	AR	35.78	-92.83
72687	STANDARD	Yellville	AR	36.22	-92.68
72701	STANDARD	Fayetteville	AR	36.07	-94.15
72702	PO BOX	Fayetteville	AR	36.07	-94.15
